"Order ID","Order Date","Customer ID","Product ID","Sales","Quantity","Discount","Profit","Shipping Cost"
"IR-2013-8520","2013-08-02","MZ-7515","TEC-EPS-10000053","1141.8","10","0.0","570.9","415.01"
"IN-2014-68463","2014-05-22","DM-13345","OFF-ST-10004060","1865.97","9","0.0","802.17","413.95"
"ID-2011-64599","2011-02-10","CA-11965","TEC-PH-10000303","6998.64","11","0.0","2939.31","413.8"
"ES-2013-4632541","2013-09-27","SC-20305","FUR-BO-10002708","1091.25","3","0.0","119.97","411.64"
"IN-2014-23761","2014-06-02","MH-18115","FUR-BO-10000210","1094.22","3","0.0","328.23","411.06"
"IN-2013-16964","2013-09-30","KS-16300","FUR-BO-10001192","1320.624","4","0.1","484.224","410.88"
"IN-2011-76989","2011-07-19","BG-11740","TEC-PH-10004664","2555.64","4","0.0","664.44","410.22"
"RS-2014-4620","2014-08-14","CR-2625","FUR-SAU-10002255","3498.72","8","0.0","594.72","410.05"
"CA-2013-147417","2013-07-26","CB-12415","TEC-CO-10001449","1439.976","4","0.4","191.9968","408.79"
"IN-2014-61393","2014-10-31","DK-13090","TEC-CO-10001954","2272.86","6","0.0","977.22","406.53"
"IN-2013-13891","2013-07-25","JL-15835","TEC-PH-10003002","5211.12","8","0.0","833.76","404.97"
"IN-2014-32770","2014-10-07","AP-10720","TEC-PH-10003856","2582.16","4","0.0","361.44","404.08"
"IN-2014-14780","2014-10-17","CR-12820","TEC-PH-10004664","3194.55","5","0.0","830.55","403.97"
"IN-2013-71585","2013-12-03","BF-11080","FUR-CH-10000974","1704.996","4","0.1","378.876","403.46"
"IN-2014-20485","2014-11-08","JM-15265","OFF-AP-10003866","1538.721","6","0.15","325.701","403.26"
"IN-2013-48184","2013-06-10","NM-18445","FUR-CH-10003616","1381.32","3","0.0","593.91","403.15"
"IT-2011-4771701","2011-09-21","TW-21025","FUR-BO-10004999","1181.547","3","0.1","498.807","401.25"
"IT-2011-2876489","2011-06-21","RB-19330","FUR-CH-10000479","1696.248","4","0.1","734.928","401.13"
"CA-2014-133865","2014-05-09","PS-19045","TEC-CO-10001046","3359.952","6","0.2","1049.985","400.6"
"CA-2014-158379","2014-09-23","JA-15970","OFF-SU-10002881","4663.736","7","0.2","-1049.3406","400.04"
"SF-2014-2330","2014-11-26","AB-60","OFF-HOO-10000318","1237.56","4","0.0","606.36","400.03"
"EG-2012-4640","2012-03-30","JR-5670","TEC-NOK-10001283","1274.7","2","0.0","140.16","399.96"
"MX-2011-138002","2011-11-10","MD-17350","OFF-AP-10000407","3172.14","9","0.0","856.44","399.85"
"US-2014-102183","2014-08-22","PK-19075","OFF-BI-10001359","4305.552","6","0.2","1453.1238","398.64"
"ES-2012-5113958","2012-08-01","EB-13840","OFF-AP-10004512","3979.29","7","0.0","1989.54","398.5"
"CA-2014-120376","2014-12-23","TP-21130","FUR-CH-10002335","1586.69","7","0.0","412.5394","397.52"
"CA-2014-168109","2014-07-04","JK-15640","TEC-MA-10001148","2395.2","6","0.2","209.58","396.92"
"CA-2014-111556","2014-11-21","CD-11920","TEC-PH-10001459","1259.97","3","0.0","327.5922","394.57"
"AJ-2013-2640","2013-01-23","JL-5835","FUR-BAR-10004434","2058.0","4","0.0","946.68","393.62"
"IN-2011-67651","2011-05-21","EP-13915","FUR-BO-10002444","2539.8765","7","0.07","709.9365","393.58"
"ES-2014-4957212","2014-09-28","MS-17770","FUR-BO-10004709","2898.21","7","0.0","1420.02","393.46"
"IT-2011-3528798","2011-11-06","CM-12655","TEC-MA-10004772","1320.0075","5","0.15","357.1575","390.2"
"LH-2014-5390","2014-01-28","JC-6105","FUR-BAR-10003532","2171.16","8","0.7","-2750.28","390.09"
"IN-2014-32588","2014-09-13","GB-14530","TEC-CO-10002911","4448.223","13","0.1","444.483","386.38"
"CA-2012-137113","2012-12-01","TW-21025","FUR-TA-10001705","1913.4","9","0.0","401.814","386.21"
"US-2011-161760","2011-12-22","JH-16180","TEC-PH-10000169","2300.616","9","0.4","38.196","386.0"
"EG-2013-4530","2013-02-05","MT-8070","FUR-SAU-10004653","2615.94","6","0.0","1072.44","384.41"
"IN-2011-51964","2011-12-28","AB-10105","TEC-CO-10002526","1066.68","3","0.0","394.65","383.68"
"CA-2013-122903","2013-05-28","LA-16780","FUR-CH-10002024","3504.9","5","0.0","700.98","383.35"
"LT-2011-270","2011-04-27","CV-2805","TEC-NOK-10004339","2544.6","4","0.0","814.2","383.01"
